INSPECTION_NUMBER|ESTABLISHMENT_NAME|CITY|STATE|ZIP_CODE|SIC_CODE|NAICS_CODE|SAMPLING_NUMBER|OFFICE_ID|DATE_SAMPLED|DATE_REPORTED|EIGHT_HR_TWA_CALC|LAB_NUMBER|FIELD_NUMBER|SAMPLE_TYPE|BLANK_SAMPLE|TIME_SAMPLED|AIR_VOLUME_SAMPLED|SAMPLE_WEIGHT|IMIS_SUBSTANCE_CODE|SUBSTANCE|SAMPLE_RESULT|UNIT_OF_MEASUREMENT|QUALIFIER
1781107|General Dynamics Ordnance and Tactical Systems, In| MESQUITE|TX|75149||332312|463958|626300|2025-Jan-15|2025-Jan-27|Y|F53261|05688H|P|N|464|946.56||G301|Gravimetric Determination|0.275|M|
1781107|General Dynamics Ordnance and Tactical Systems, In| MESQUITE|TX|75149||332312|463958|626300|2025-Jan-15|2025-Jan-27|Y|F53261|05688H|P|N|464|946.56||G302|Sample Weight|0.26|Y|
1781107|General Dynamics Ordnance and Tactical Systems, In| MESQUITE|TX|75149||332312|463960|626300|2025-Jan-15|2025-Jan-27|Y|F53263|05789H|P|Y||||9135|Particulates not otherwise regulated (Total Dust)|0|M|BLK
1781107|General Dynamics Ordnance and Tactical Systems, In| MESQUITE|TX|75149||332312|463960|626300|2025-Jan-15|2025-Jan-27|Y|F53263|05789H|P|Y||||5010|Oil Mist, Mineral|0|M|BLK
1781107|General Dynamics Ordnance and Tactical Systems, In| MESQUITE|TX|75149||332312|463960|626300|2025-Jan-15|2025-Jan-27|Y|F53263|05789H|P|Y||||G301|Gravimetric Determination|0|M|BLK
1798532|Blade-Tech Industries, Inc.| STREETSBORO|OH|44241||326199|464182|522300|2025-Jan-17|2025-Jan-27|N|F53315|431600|A|N||||M124|QUALITATIVE MASS-SPEC ANALYSIS BY THERMAL DESORPTION|0|N|
1798532|Blade-Tech Industries, Inc.| STREETSBORO|OH|44241||326199|464182|522300|2025-Jan-17|2025-Jan-27|N|F53314|460854|A|N||||M124|QUALITATIVE MASS-SPEC ANALYSIS BY THERMAL DESORPTION|0|N|
1798532|Blade-Tech Industries, Inc.| STREETSBORO|OH|44241||326199|464182|522300|2025-Jan-17|2025-Jan-27|N|F53313|460852|A|N||||M124|QUALITATIVE MASS-SPEC ANALYSIS BY THERMAL DESORPTION|0|N|
1798532|Blade-Tech Industries, Inc.| STREETSBORO|OH|44241||326199|464182|522300|2025-Jan-17|2025-Jan-27|N|F53312|460851|A|N||||M124|QUALITATIVE MASS-SPEC ANALYSIS BY THERMAL DESORPTION|0|N|
1798532|Blade-Tech Industries, Inc.| STREETSBORO|OH|44241||326199|464182|522300|2025-Jan-17|2025-Jan-27|N|F53311|431593|A|N||||M124|QUALITATIVE MASS-SPEC ANALYSIS BY THERMAL DESORPTION|0|N|
1791970|Capital Express| WAUSAU|WI|54401||484110|464484|521100|2025-Jan-08|2025-Jan-28|N|F53418|CO3|P|N|173|0||0560|Carbon Monoxide|28.3622|P|
1797280|Ana Site Construction LLC| SANGER|TX|76266||237110|463678|636900|2025-Jan-08|2025-Jan-28|N|F53171|1|B|N||||S777|Soil|0|N|
1797280|Ana Site Construction LLC| SANGER|TX|76266||237110|463678|636900|2025-Jan-08|2025-Jan-28|N|F53172|2|B|N||||S777|Soil|0|N|
1797495|Dimension Energy Services, LLC| SAN ANTONIO|TX|78223||237130|463730|625500|2025-Jan-13|2025-Jan-28|N|F53264|ESA0060|B|N||||S777|Soil|0|N|
1781107|General Dynamics Ordnance and Tactical Systems, In| MESQUITE|TX|75149||332312|463956|626300|2025-Jan-15|2025-Jan-28|Y|F53259|05757H|P|N|473|804.1|0.101|9090|Graphite, natural respirable dust|1.26|G|<=
1781107|General Dynamics Ordnance and Tactical Systems, In| MESQUITE|TX|75149||332312|463956|626300|2025-Jan-15|2025-Jan-28|Y|F53260|05742H|P|Y|||0.018|9090|Graphite, natural respirable dust|0|G|ND-BLK
1799129|Austin Bridge & Road, LP| SAN ANTONIO|TX|78222||237310|464455|625500|2025-Jan-22|2025-Jan-28|N|F53462|ESA0061|B|N||||S777|Soil|0|N|NA
1797361|West Allis Memorial Hospital, Inc.| WEST ALLIS|WI|53227||621511|463740|523300|2025-Jan-13|2025-Jan-29|N|F53280|C-2|P|N|115|12.765||1290|Formaldehyde|0|P|ND
1797361|West Allis Memorial Hospital, Inc.| WEST ALLIS|WI|53227||621511|463740|523300|2025-Jan-13|2025-Jan-29|N|F53279|C-1|P|N|251|27.861||1290|Formaldehyde|0|P|ND
1797361|West Allis Memorial Hospital, Inc.| WEST ALLIS|WI|53227||621511|463741|523300|2025-Jan-13|2025-Jan-29|N|F53281|D-1|P|N|131|14.41||1290|Formaldehyde|0.465537|P|
1797361|West Allis Memorial Hospital, Inc.| WEST ALLIS|WI|53227||621511|463742|523300|2025-Jan-13|2025-Jan-29|N|F53284|J-3|P|N|15|3.165||1290|Formaldehyde|0|P|ND
1797361|West Allis Memorial Hospital, Inc.| WEST ALLIS|WI|53227||621511|463742|523300|2025-Jan-13|2025-Jan-29|N|F53283|J-2|P|N|15|3.165||1290|Formaldehyde|0.879114|P|
1797361|West Allis Memorial Hospital, Inc.| WEST ALLIS|WI|53227||621511|463742|523300|2025-Jan-13|2025-Jan-29|N|F53282|J-1|P|N|15|3.165||1290|Formaldehyde|0|P|ND
1797361|West Allis Memorial Hospital, Inc.| WEST ALLIS|WI|53227||621511|463739|523300|2025-Jan-13|2025-Jan-29|N|F53285|E-2|P|N|58|5.974||1290|Formaldehyde|0|P|ND
1797361|West Allis Memorial Hospital, Inc.| WEST ALLIS|WI|53227||621511|463739|523300|2025-Jan-13|2025-Jan-29|N|F53286|E-1|P|N|250|25.75||1290|Formaldehyde|0.082591|P|
1797361|West Allis Memorial Hospital, Inc.| WEST ALLIS|WI|53227||621511|463739|523300|2025-Jan-13|2025-Jan-29|N|F53287|B-1|P|Y||||1290|Formaldehyde|0|X|ND-BLK
1781107|General Dynamics Ordnance and Tactical Systems, In| MESQUITE|TX|75149||332312|463957|626300|2025-Jan-15|2025-Jan-29|N|F53276|1|P|N|474|48.348||1290|Formaldehyde|0|P|ND
1781107|General Dynamics Ordnance and Tactical Systems, In| MESQUITE|TX|75149||332312|463959|626300|2025-Jan-15|2025-Jan-29|N|F53278|BLANK|P|Y||||1290|Formaldehyde|0|X|ND-BLK
1781107|General Dynamics Ordnance and Tactical Systems, In| MESQUITE|TX|75149||332312|463959|626300|2025-Jan-15|2025-Jan-29|N|F53277|2|P|N|464|46.4||1290|Formaldehyde|0|P|ND
1779536|Excell Kaiser, LLC| FRANKLIN PARK|IL|60131||332439|464227|524200|2025-Jan-21|2025-Jan-30|N|F53339|E-1|W|N||||0689|Chromium (VI) - TWA|0|X|ND
1779536|Excell Kaiser, LLC| FRANKLIN PARK|IL|60131||332439|464227|524200|2025-Jan-21|2025-Jan-30|N|F53340|E-2|W|N||||0689|Chromium (VI) - TWA|0|X|ND
1779536|Excell Kaiser, LLC| FRANKLIN PARK|IL|60131||332439|464227|524200|2025-Jan-21|2025-Jan-30|N|F53341|E-3|W|N||||0689|Chromium (VI) - TWA|0|X|ND
1779536|Excell Kaiser, LLC| FRANKLIN PARK|IL|60131||332439|464227|524200|2025-Jan-21|2025-Jan-30|N|F53342|E-4|W|N||||0689|Chromium (VI) - TWA|0|X|ND
1779536|Excell Kaiser, LLC| FRANKLIN PARK|IL|60131||332439|464227|524200|2025-Jan-21|2025-Jan-30|N|F53343|E-A|W|Y||||0689|Chromium (VI) - TWA|0|X|ND-BLK
1798885|Textron Aviation Inc.| WICHITA|KS|67215||336411|464241|729700|2025-Jan-21|2025-Jan-30|N|F53336|001-A|W|N||||0689|Chromium (VI) - TWA|0.639|X|
1798885|Textron Aviation Inc.| WICHITA|KS|67215||336411|464240|729700|2025-Jan-21|2025-Jan-30|N|F53335|003-C|W|N||||0689|Chromium (VI) - TWA|0.173|X|
1798885|Textron Aviation Inc.| WICHITA|KS|67215||336411|464239|729700|2025-Jan-21|2025-Jan-30|N|F53334|004-D|W|N||||0689|Chromium (VI) - TWA|0.146|X|
1798885|Textron Aviation Inc.| WICHITA|KS|67215||336411|464242|729700|2025-Jan-21|2025-Jan-30|N|F53338|BLK-0|W|Y||||0689|Chromium (VI) - TWA|0|X|BLK
1798885|Textron Aviation Inc.| WICHITA|KS|67215||336411|464242|729700|2025-Jan-21|2025-Jan-30|N|F53337|002-B|W|N||||0689|Chromium (VI) - TWA|0.366|X|
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||0731|Copper Fume (as Cu)|0|X|ND
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||I200|Iron (as Fe)|0|X|ND
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||1620|Manganese Fume (as Mn)|0|X|ND
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|0|X|ND
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|X|ND
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||0720|Cobalt, Metal, Dust and Fume (as Co)|0|X|ND
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||0230|Antimony and Compounds (as Sb)|0|X|ND
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||V125|Vanadium|0|X|ND
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||Z100|Zinc|0|N|NA
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||0685|Chromium, Metal and Insoluble Salts|0|X|ND
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||C141|Cadmium|0|X|ND
1796080|GRAND PACIFIC RESORT SERCIVES, L.P| PRINCEVILLE|HI|96722||721110|463540|951510|2025-Jan-02|2025-Jan-31|N|F53244|1|W|N||||1591|Lead, Inorganic (as Pb)|0|X|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||0685|Chromium, Metal and Insoluble Salts|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||C141|Cadmium|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||0720|Cobalt, Metal, Dust and Fume (as Co)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||0731|Copper Fume (as Cu)|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||I200|Iron (as Fe)|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||1620|Manganese Fume (as Mn)|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||1591|Lead, Inorganic (as Pb)|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||0230|Antimony and Compounds (as Sb)|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||V125|Vanadium|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||Z100|Zinc|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||0685|Chromium, Metal and Insoluble Salts|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||C141|Cadmium|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53143|BLANK|P|Y||||0720|Cobalt, Metal, Dust and Fume (as Co)|0|X|ND-BLK
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||0731|Copper Fume (as Cu)|0.00309|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||I200|Iron (as Fe)|0.39183|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||1620|Manganese Fume (as Mn)|0.01322|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||1591|Lead, Inorganic (as Pb)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||0230|Antimony and Compounds (as Sb)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||V125|Vanadium|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||Z100|Zinc|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||0685|Chromium, Metal and Insoluble Salts|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||C141|Cadmium|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463430|522300|2025-Jan-07|2025-Jan-31|N|F53142|14|P|N|420|838.74||0720|Cobalt, Metal, Dust and Fume (as Co)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||0731|Copper Fume (as Cu)|0.00473|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||I200|Iron (as Fe)|0.80564|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||1620|Manganese Fume (as Mn)|0.02351|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||1591|Lead, Inorganic (as Pb)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||0230|Antimony and Compounds (as Sb)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||V125|Vanadium|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||Z100|Zinc|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||0685|Chromium, Metal and Insoluble Salts|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||C141|Cadmium|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463425|522300|2025-Jan-07|2025-Jan-31|N|F53138|1|P|N|438|873.6348||0720|Cobalt, Metal, Dust and Fume (as Co)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||0731|Copper Fume (as Cu)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||I200|Iron (as Fe)|0.17834|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||1620|Manganese Fume (as Mn)|0.00758|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||1591|Lead, Inorganic (as Pb)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||0230|Antimony and Compounds (as Sb)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||V125|Vanadium|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||Z100|Zinc|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||0685|Chromium, Metal and Insoluble Salts|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||C141|Cadmium|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463426|522300|2025-Jan-07|2025-Jan-31|N|F53139|5|P|N|429|855.426||0720|Cobalt, Metal, Dust and Fume (as Co)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||0731|Copper Fume (as Cu)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||I200|Iron (as Fe)|0.14905|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||1620|Manganese Fume (as Mn)|0.00605|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||1591|Lead, Inorganic (as Pb)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||0230|Antimony and Compounds (as Sb)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||V125|Vanadium|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||Z100|Zinc|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||0685|Chromium, Metal and Insoluble Salts|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||C141|Cadmium|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463427|522300|2025-Jan-07|2025-Jan-31|N|F53140|8|P|N|432|862.1856||0720|Cobalt, Metal, Dust and Fume (as Co)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||0731|Copper Fume (as Cu)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||I200|Iron (as Fe)|0.13235|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||1620|Manganese Fume (as Mn)|0.00628|M|
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||1790|Molybdenum (as Mo), Insoluble Compounds (Total Dust)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||1840|Nickel, Metal and Insoluble compounds (as Ni)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||1591|Lead, Inorganic (as Pb)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||0230|Antimony and Compounds (as Sb)|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||V125|Vanadium|0|M|ND
1783125|The American Tank & Fabricating Company| CLEVELAND|OH|44111||332999|463428|522300|2025-Jan-07|2025-Jan-31|N|F53141|9|P|N|430|857.764||Z100|Zinc|0|M|ND
